Daegu,x<=60,167.835419,167.4014892,166.7890333,166.1429435,164.8401291,164.0426666,163.1759916,162.3281628,161.6865251,161.1488319,160.8760795,160.3374585,159.440236,158.8104352,158.6870714,158.4391909,158.2619635,158.0273379,158.0918809,158.5937909,159.2056423,159.2814539,159.7488251,159.9143109,159.7206322,159.9752975,160.3422986,160.5822997,160.9444025,161.1604495,161.5069286,161.3768646,161.4704945,161.7140572,161.8099189,162.0088563,161.8115899,161.8866857,161.9273173,162.0348021,161.8848951,162.3202124,162.4387935,162.3427004,162.6974237,163.1280997,163.3381819,163.9973492,164.70326,165.3944802,166.4680903,166.781644,167.0374226,168.3725809,169.9592206,172.6899393,175.0424587,176.9476626,181.6937723,187.7058287,191.50819,194.3418131,197.9956406,200.7216049,202.8323391,204.5615595,206.3675866,207.6333852,209.3890376,211.4752079,213.7892806,214.823407,215.8333425,216.768303,217.3648544
Incheon,135<x,498.6209834,497.3001611,497.1955446,497.7017908,497.1508013,497.6700695,498.7901369,499.3146769,500.6238551,502.9179256,503.1707813,503.1765304,501.3526546,502.3768402,502.8678324,504.0080074,504.045264,504.6039498,506.7211337,514.2114833,515.3617198,514.1717038,514.5109796,514.2378647,517.4697556,518.2022892,520.0344183,521.0160307,521.5390647,521.6025539,522.3710486,524.6436891,525.9421425,528.7475729,530.4023239,530.5033294,549.1308575,552.1742816,552.0734613,551.7708196,552.0228705,551.0364081,551.0364081,552.5307364,553.8287132,555.2511853,556.8495643,559.9212319,560.9619511,566.7152374,582.8310376,585.1276905,587.8165503,593.4879071,598.7346231,602.8597329,607.9286964,614.2007014,622.2507459,630.9435558,640.1506142,651.7732655,670.4884285,697.5108921,709.2465467,737.3707676,758.0400058,771.5977391,808.9817242,844.7242744,856.5731895,860.6589131,865.3300641,870.9901539,876.1409215
Incheon,102<x<=135,364.1576821,364.6991948,364.6792473,364.738234,365.1051271,366.2798104,366.842938,367.9130029,368.6532579,372.1066409,373.1620627,372.9443611,372.2846938,372.0128601,372.4141027,372.6159118,373.4300683,373.7298848,375.686922,376.2284424,377.1512104,378.2934527,378.6792631,378.8634609,378.801654,378.6408036,378.8248746,379.4799267,379.5074698,379.6755746,379.6201653,381.5313224,382.2424045,384.1659314,384.2263824,384.7427395,401.7020424,402.6807682,403.0614013,402.8292379,402.8364096,402.3304254,402.2669924,402.6408513,404.7187896,405.8014524,407.3603368,408.3560485,411.6553301,416.0044958,427.260079,433.3136402,438.4178817,445.3165918,453.7324408,459.2060166,466.6526764,469.0688607,474.9973203,485.6349936,496.9636195,505.0987172,519.9291147,535.4286172,547.4308877,571.5957716,584.6756995,607.7031876,628.8909476,646.9290731,668.7529215,679.451701,690.7530569,702.5358517,712.1295888
Incheon,85<x<=102,341.8342046,342.0560538,342.9040939,343.0843364,341.7541991,343.1087651,343.509304,344.907346,345.7961097,346.7672429,350.8636693,350.6270494,348.09621,348.9014259,348.9014259,348.9014259,349.2952423,349.2952423,350.9556782,351.889275,353.775889,354.1000236,354.3002931,353.9547026,355.9801924,357.432049,357.6945933,357.9869867,357.2398877,356.3718207,356.7728119,356.7598704,357.0261968,357.5683729,357.4157295,357.4157295,376.7956465,376.7956465,376.7308346,376.4499827,375.991724,375.6937516,377.0204929,376.3502873,378.672794,380.5814933,384.5260998,384.7724276,387.4271905,395.8783942,425.2440624,428.1014699,430.4705061,437.8300381,442.3169883,448.801094,451.2389831,452.3301887,455.0418874,464.9148765,478.5201791,487.8071296,500.7165668,516.4757803,536.1600228,551.7443988,564.0432668,587.14549,602.6819746,623.4440198,642.0480321,651.2741264,660.9790948,671.0730899,679.2303967
Incheon,60<x<=85,246.5521003,246.7438656,247.0941372,247.3151436,247.7820197,248.5104021,249.458542,250.5271045,251.424283,254.0222249,255.854519,256.5049846,256.3892669,256.7638857,257.1126216,257.7534891,258.3450019,258.6404702,259.7647503,261.0153549,261.930083,262.3024788,262.9322477,263.325259,263.3986066,263.4064218,263.3486671,263.3620711,263.6431959,263.6824669,263.3927209,263.2317786,263.5198143,264.0189798,264.3775482,264.1730229,260.2630545,260.3713881,260.3495628,260.1495185,259.8358878,259.3551066,259.5415674,259.5886108,259.6375644,259.9316173,260.4336218,261.4419249,262.1799981,264.1584699,269.5007973,272.6135288,275.5552867,279.4000998,282.40215,284.8365901,286.0167634,287.7540191,289.9108706,292.9492567,297.0860995,302.3442492,311.3981939,322.3604763,331.5381832,344.4911706,355.268306,370.1962105,383.6757717,408.4368237,435.713122,448.06308,460.6659942,473.5420032,483.6911417
Incheon,x<=60,157.5454919,157.8755689,158.3433439,158.6648441,159.1476928,159.9751765,161.0869572,162.3674288,163.3472785,165.7908516,167.2621811,167.8750672,168.1462854,168.3398724,168.6010998,169.1882974,169.7358255,170.3792151,171.3117129,172.3499106,172.8146164,173.1711139,173.6015061,173.8951944,174.065116,174.0880116,174.25062,174.2154718,174.2295747,174.1309754,174.1007721,173.9101054,174.146549,174.1934821,174.2966272,174.3711787,174.5018304,174.6490135,174.8077726,174.8573416,174.087034,173.6915765,173.6318251,173.6646777,173.8910306,173.7425615,173.935987,174.1000221,174.3368779,175.1657464,177.3870039,179.1417828,180.7499212,182.6963615,184.4093205,185.3532715,185.8407545,186.0009504,186.48194,187.5652212,188.633666,191.3662455,196.7572655,202.1184472,208.0262863,217.5061739,223.8863951,234.5737257,243.4282863,250.6686651,259.4711639,263.8291269,268.4311259,273.1550727,276.9424186
Gwangju,135<x,395.4535121,396.4647779,396.4647779,396.9547737,397.8237633,401.102298,405.0634806,407.7648511,408.2920173,410.6931611,412.9344364,416.0794632,416.7394484,422.6616232,428.4978296,428.5805873,430.712417,432.387403,433.5606911,436.7222557,439.9663216,441.0410894,448.1541959,454.1358948,458.7437751,461.1121835,464.2048358,471.0438611,477.2902383,481.8407877,491.8129723,506.7849106,516.6197728,520.6181523,532.2232323,544.9556379,548.2618792,551.0271709,552.7956971,558.4525644,559.9771823,561.7890235,565.0457799,573.4636579,577.914837,579.1997901,582.4800592,586.3836247,589.2999354,590.1795681,593.6228029,593.9961571,594.9217929,595.3166838,596.2246155,602.9363912,603.235368,604.4698167,611.3097798,622.8448894,627.4577705,632.6053301,637.324894,640.9612914,644.3293217,653.2627381,659.8642927,666.4660723,675.7517409,756.9919367,702.0573412,706.577906,711.8932945,717.6600556,722.5645615
Gwangju,102<x<=135,327.0942566,329.8464376,329.8378561,329.5512347,329.5409369,330.9125069,333.5483027,336.1562608,336.5861477,337.434837,338.4521675,338.7954266,339.017828,340.5928428,342.9622316,343.0961026,343.573607,344.3696715,344.3696715,346.4562842,348.037313,349.6172954,351.9486351,355.3401751,359.3471316,362.7059731,364.9072077,368.432705,373.8902627,376.1446377,382.9754646,390.7560285,395.6306304,403.1858197,410.8881701,412.4214941,413.1979261,417.337023,420.6537822,422.640821,424.1857833,424.905323,427.7844832,429.5009488,430.1755021,431.9992049,432.2099277,433.9896209,434.3323596,434.9343493,437.4845865,437.4845865,437.555704,437.7150057,437.6539626,439.0162639,441.1104599,442.2412908,451.4152122,459.7501398,466.8178603,471.6073303,474.4537231,481.1683518,485.8154646,493.2258221,499.0227898,505.2665522,514.5414001,539.4772231,535.3148016,536.4639073,538.3101484,540.7775173,543.112488
Gwangju,85<x<=102,219.3707953,219.4281862,218.980661,218.9874243,219.3851521,218.5381974,218.9803365,218.5669479,218.5770279,218.5507701,220.0980637,221.26007,221.2772968,221.3852502,221.1130964,221.8791574,221.9110882,221.9822984,221.6647553,222.1164492,222.0604843,222.1241036,223.4282824,223.958711,221.6726828,220.6966464,221.352255,223.1970182,225.7536901,226.3379833,229.6504275,230.8482227,231.4712008,232.5284529,236.3342594,251.4906235,300.277493,301.0110535,300.5245871,299.8914085,300.7337865,302.2781245,304.8113687,314.8468074,314.5997134,314.7456368,316.2491061,318.8786618,320.1584949,320.9615507,320.8611687,321.5799247,323.3831588,324.6417942,324.6417942,326.4954424,324.9356611,326.379617,334.4793403,336.6149141,340.2925798,340.9875319,342.0185969,348.2044592,347.6199967,354.8105341,357.8492385,364.9539472,370.4043471,410.4766403,387.6104487,385.050644,382.8172627,381.388871,380.4165808
Gwangju,60<x<=85,217.5235597,217.8626105,217.8900335,217.4772245,217.7384675,218.3924186,218.7417398,218.8784019,218.7559916,219.4029174,220.9856134,221.3193186,221.6601928,221.7817321,221.9754961,222.239258,222.3115381,222.5915391,223.0835872,223.4725688,223.8964657,224.6265784,226.0459575,227.8006986,228.8624611,228.7654529,230.1217838,231.1335729,233.149212,235.6790241,238.1019053,239.8582177,242.8384123,248.5511959,251.5787846,255.9519569,253.3472155,254.4281787,256.4881173,257.8539599,258.0901015,258.1886518,258.2344829,257.974973,258.1133664,257.8323469,257.8442832,257.9298334,258.1632682,258.1533604,258.4526759,258.5791332,258.4110281,258.1957866,258.3058489,258.5255255,258.8305629,259.6056169,264.3631315,271.27025,274.1193439,277.663789,281.0889449,283.4474743,285.5872305,289.588923,291.8212723,296.9146763,301.4625836,325.1784046,334.0820782,338.7265063,344.0374168,349.6567544,354.3706977
